[time] [pid], cpuburst
[ 1066.058874] [Pid:2051], CPUburst : 30152
[ 1066.067601] [Pid:2053], CPUburst : 102106
[ 1066.115705] [Pid:1988], CPUburst : 72754
[ 1066.718515] [Pid:2025], CPUburst : 29766
[ 1066.842727] [Pid:1995], CPUburst : 233121
[ 1066.874471] [Pid:2050], CPUburst : 182363
[ 1067.573561] [Pid:1776], CPUburst : 169097
[ 1067.699986] [Pid:2002], CPUburst : 71331
[ 1068.431596] [Pid:1988], CPUburst : 138601
[ 1068.715393] [Pid:1990], CPUburst : 50757
[ 1068.944016] [Pid:2017], CPUburst : 71592
[ 1068.965202] [Pid:10], CPUburst : 38692
[ 1069.933904] [Pid:2002], CPUburst : 70068
[ 1070.364570] [Pid:2149], CPUburst : 136827
[ 1070.468415] [Pid:1776], CPUburst : 85363
[ 1070.934384] [Pid:1988], CPUburst : 40148
[ 1071.034639] [Pid:2000], CPUburst : 155821
[ 1071.896023] [Pid:2002], CPUburst : 155707
[ 1072.003812] [Pid:1884], CPUburst : 70278
[ 1072.179095] [Pid:2153], CPUburst : 614800
[ 1072.624677] [Pid:1989], CPUburst : 290455
[ 1072.735085] [Pid:2051], CPUburst : 31012
[ 1072.891071] [Pid:2053], CPUburst : 136516
[ 1073.119257] [Pid:1776], CPUburst : 36998
[ 1073.170159] [Pid:1988], CPUburst : 104051
[ 1073.237759] [Pid:1995], CPUburst : 37114
[ 1073.273305] [Pid:2052], CPUburst : 48711
[ 1073.485593] [Pid:1903], CPUburst : 377206
[ 1073.794089] [Pid:1911], CPUburst : 184724
[ 1074.350228] [Pid:2002], CPUburst : 3697
[ 1074.561823] [Pid:2004], CPUburst : 77439
[ 1074.735286] [Pid:2025], CPUburst : 65785
[ 1075.392427] [Pid:1988], CPUburst : 76337
[ 1076.026148] [Pid:2002], CPUburst : 18493
[ 1076.038271] [Pid:1776], CPUburst : 287709
[ 1076.058762] [Pid:2008], CPUburst : 122742
[ 1076.158238] [Pid:1775], CPUburst : 86530
[ 1076.471079] [Pid:1710], CPUburst : 159439
[ 1076.691183] [Pid:1357], CPUburst : 333849
[ 1076.891439] [Pid:1356], CPUburst : 26168
[ 1076.945200] [Pid:1734], CPUburst : 22918
[ 1077.727045] [Pid:2172], CPUburst : 26599
[ 1077.766075] [Pid:2002], CPUburst : 44450
[ 1077.993465] [Pid:2056], CPUburst : 206213
[ 1078.433959] [Pid:1988], CPUburst : 160491
[ 1078.590621] [Pid:1989], CPUburst : 102522
[ 1078.629481] [Pid:1776], CPUburst : 21125
[ 1078.643774] [Pid:1995], CPUburst : 30802
[ 1078.863980] [Pid:2051], CPUburst : 156045
[ 1079.083864] [Pid:2053], CPUburst : 40189
[ 1079.253754] [Pid:310], CPUburst : 226646
[ 1079.281552] [Pid:12], CPUburst : 150283
[ 1079.442858] [Pid:2002], CPUburst : 192706
[ 1079.695726] [Pid:1884], CPUburst : 328606
[ 1080.537058] [Pid:2149], CPUburst : 321029
[ 1080.538569] [Pid:1881], CPUburst : 201883
[ 1080.728198] [Pid:2050], CPUburst : 77311
[ 1081.315728] [Pid:1988], CPUburst : 15832
[ 1081.396010] [Pid:2000], CPUburst : 50749
[ 1081.588903] [Pid:2002], CPUburst : 21882
[ 1081.590026] [Pid:1776], CPUburst : 64552
[ 1081.700408] [Pid:1898], CPUburst : 54838
[ 1082.876256] [Pid:2004], CPUburst : 287375
[ 1082.896715] [Pid:1911], CPUburst : 31791
[ 1083.198545] [Pid:2017], CPUburst : 123130
[ 1083.281827] [Pid:2025], CPUburst : 29057
[ 1083.560827] [Pid:1990], CPUburst : 264971
[ 1083.567980] [Pid:2002], CPUburst : 187670
[ 1083.979473] [Pid:1988], CPUburst : 163836
[ 1084.281943] [Pid:1776], CPUburst : 175217
[ 1084.996875] [Pid:1995], CPUburst : 16613
[ 1085.060140] [Pid:1989], CPUburst : 52612
[ 1085.296117] [Pid:2051], CPUburst : 177695
[ 1085.685650] [Pid:2002], CPUburst : 29209
[ 1085.919460] [Pid:2053], CPUburst : 51915
[ 1086.454441] [Pid:1988], CPUburst : 105341
[ 1086.886618] [Pid:1776], CPUburst : 331206
[ 1086.951536] [Pid:1710], CPUburst : 44451
[ 1087.230326] [Pid:2052], CPUburst : 207125
[ 1087.362774] [Pid:1884], CPUburst : 122879
[ 1087.871203] [Pid:2015], CPUburst : 194461
[ 1087.948053] [Pid:2002], CPUburst : 128740
[ 1087.961130] [Pid:1734], CPUburst : 35162
[ 1088.019286] [Pid:1775], CPUburst : 77856
[ 1088.818783] [Pid:2056], CPUburst : 291409
[ 1089.098702] [Pid:1903], CPUburst : 24946
[ 1089.150000] [Pid:1988], CPUburst : 62073
[ 1089.616994] [Pid:2008], CPUburst : 129147
[ 1089.827140] [Pid:1776], CPUburst : 80558
[ 1090.051851] [Pid:2002], CPUburst : 36341
[ 1090.383018] [Pid:1356], CPUburst : 184974
[ 1090.734376] [Pid:2149], CPUburst : 37672
[ 1091.082887] [Pid:1995], CPUburst : 9326
[ 1091.104298] [Pid:1989], CPUburst : 27839
[ 1091.291830] [Pid:2025], CPUburst : 24264
[ 1091.382669] [Pid:2051], CPUburst : 22696
[ 1091.482663] [Pid:2053], CPUburst : 28521
[ 1091.482822] [Pid:2000], CPUburst : 46355
[ 1091.495844] [Pid:1988], CPUburst : 119323
[ 1091.591322] [Pid:2004], CPUburst : 72487
[ 1091.848208] [Pid:2002], CPUburst : 10044
[ 1092.071334] [Pid:2172], CPUburst : 76583
[ 1092.274363] [Pid:1911], CPUburst : 67189
[ 1092.375981] [Pid:1776], CPUburst : 49807
[ 1092.412364] [Pid:2153], CPUburst : 56029
[ 1093.314199] [Pid:1357], CPUburst : 79172
[ 1093.399911] [Pid:1710], CPUburst : 74191
[ 1093.616554] [Pid:2002], CPUburst : 59872
[ 1093.651441] [Pid:1988], CPUburst : 92842
[ 1094.613214] [Pid:2050], CPUburst : 29559
[ 1095.075572] [Pid:1776], CPUburst : 17491
[ 1095.266558] [Pid:1884], CPUburst : 67410
[ 1095.494679] [Pid:2002], CPUburst : 23066
[ 1095.914386] [Pid:1988], CPUburst : 63733
[ 1095.926674] [Pid:1734], CPUburst : 72972
[ 1096.511468] [Pid:2149], CPUburst : 492097
[ 1096.949314] [Pid:1989], CPUburst : 19270
[ 1097.081136] [Pid:2053], CPUburst : 245831
[ 1097.146942] [Pid:1995], CPUburst : 123750
[ 1097.168775] [Pid:2017], CPUburst : 57995
[ 1097.178924] [Pid:2002], CPUburst : 46658
[ 1097.620999] [Pid:2051], CPUburst : 107713
[ 1097.664050] [Pid:1990], CPUburst : 70629
[ 1097.746712] [Pid:1776], CPUburst : 18075
[ 1098.137050] [Pid:1988], CPUburst : 85574
[ 1098.782060] [Pid:2002], CPUburst : 24272
[ 1098.830362] [Pid:2025], CPUburst : 19281
[ 1099.178240] [Pid:1775], CPUburst : 9042
[ 1100.316204] [Pid:1988], CPUburst : 18157
[ 1100.414727] [Pid:1776], CPUburst : 89489
[ 1100.577328] [Pid:2002], CPUburst : 56068
[ 1100.645246] [Pid:2004], CPUburst : 60599
[ 1101.379446] [Pid:2000], CPUburst : 84990
[ 1101.379685] [Pid:1911], CPUburst : 84520
[ 1101.472930] [Pid:1693], CPUburst : 49433
[ 1101.942283] [Pid:2008], CPUburst : 117833
[ 1102.080376] [Pid:1884], CPUburst : 158803
[ 1102.125850] [Pid:2052], CPUburst : 76314
[ 1102.155172] [Pid:2002], CPUburst : 47505
[ 1102.342290] [Pid:1988], CPUburst : 45004
[ 1102.475753] [Pid:1730], CPUburst : 203748
[ 1102.757012] [Pid:2172], CPUburst : 4537
[ 1103.082435] [Pid:1995], CPUburst : 12991
[ 1103.109812] [Pid:1776], CPUburst : 7138
[ 1103.250260] [Pid:1989], CPUburst : 5325
[ 1103.377545] [Pid:2053], CPUburst : 13748
[ 1103.527589] [Pid:1881], CPUburst : 108486
[ 1104.001152] [Pid:2051], CPUburst : 4175
[ 1104.043257] [Pid:2002], CPUburst : 22128
[ 1104.177753] [Pid:1710], CPUburst : 69739
[ 1104.206477] [Pid:1356], CPUburst : 106383
[ 1104.283527] [Pid:1988], CPUburst : 70589
[ 1105.374816] [Pid:1903], CPUburst : 35077
[ 1105.849840] [Pid:2025], CPUburst : 24124
[ 1105.927850] [Pid:266], CPUburst : 15651
[ 1105.942001] [Pid:2056], CPUburst : 199433
[ 1105.989457] [Pid:1330], CPUburst : 76906
[ 1106.109752] [Pid:1776], CPUburst : 54893
[ 1106.141522] [Pid:2002], CPUburst : 57691
[ 1106.556562] [Pid:1180], CPUburst : 242721
[ 1106.895653] [Pid:2149], CPUburst : 6324
[ 1107.054356] [Pid:1988], CPUburst : 28412
[ 1107.838514] [Pid:2002], CPUburst : 21865
[ 1108.750892] [Pid:1776], CPUburst : 3706
[ 1109.313407] [Pid:1336], CPUburst : 7896692
[ 1109.404223] [Pid:1988], CPUburst : 42377
[ 1109.596014] [Pid:2002], CPUburst : 31772
[ 1109.671878] [Pid:2050], CPUburst : 37280
[ 1109.706874] [Pid:1734], CPUburst : 30221
[ 1109.870749] [Pid:1989], CPUburst : 20794
[ 1109.910935] [Pid:1995], CPUburst : 8588
[ 1109.943796] [Pid:1884], CPUburst : 47734
[ 1109.945597] [Pid:1330], CPUburst : 5431
[ 1109.969753] [Pid:1357], CPUburst : 160758
[ 1110.157079] [Pid:2053], CPUburst : 6477
[ 1110.544809] [Pid:1334], CPUburst : 14621
[ 1110.736387] [Pid:1775], CPUburst : 46286
[ 1110.741245] [Pid:2004], CPUburst : 106874
[ 1110.772975] [Pid:2051], CPUburst : 7841
[ 1110.869605] [Pid:1925], CPUburst : 19458
[ 1111.220898] [Pid:1193], CPUburst : 79862
[ 1111.260442] [Pid:1334], CPUburst : 2933451
[ 1111.370469] [Pid:1330], CPUburst : 584926
[ 1111.371499] [Pid:1911], CPUburst : 74233
[ 1111.404660] [Pid:1776], CPUburst : 68070
[ 1111.444800] [Pid:2002], CPUburst : 28348
[ 1111.638771] [Pid:2000], CPUburst : 54761
[ 1111.790695] [Pid:1192], CPUburst : 12610
[ 1112.036272] [Pid:1988], CPUburst : 46143
[ 1112.210637] [Pid:1180], CPUburst : 336642
[ 1112.328171] [Pid:2017], CPUburst : 84161
[ 1112.890565] [Pid:1990], CPUburst : 123375
[ 1113.268728] [Pid:2002], CPUburst : 60611
[ 1113.666716] [Pid:1337], CPUburst : 58628
[ 1114.069118] [Pid:2008], CPUburst : 129588
[ 1114.202288] [Pid:1776], CPUburst : 58849
[ 1114.469492] [Pid:1988], CPUburst : 3699
[ 1114.504106] [Pid:2025], CPUburst : 29188
[ 1115.341754] [Pid:2153], CPUburst : 357753
[ 1115.393255] [Pid:2002], CPUburst : 15153
[ 1116.254031] [Pid:1989], CPUburst : 10180
[ 1117.096910] [Pid:1995], CPUburst : 145494
[ 1117.119783] [Pid:1356], CPUburst : 287062
[ 1117.126178] [Pid:1988], CPUburst : 160216
[ 1117.204715] [Pid:2002], CPUburst : 233534
[ 1117.212849] [Pid:2053], CPUburst : 301883
[ 1117.377939] [Pid:1776], CPUburst : 49506
[ 1117.379510] [Pid:2172], CPUburst : 36671
[ 1117.471464] [Pid:2149], CPUburst : 385783
[ 1118.336624] [Pid:1917], CPUburst : 1658888
[ 1118.369998] [Pid:2051], CPUburst : 224511
[ 1118.466683] [Pid:1710], CPUburst : 158048
[ 1118.473959] [Pid:10], CPUburst : 38265
[ 1118.524480] [Pid:2052], CPUburst : 37383
[ 1118.637829] [Pid:1884], CPUburst : 180664
[ 1119.573477] [Pid:1988], CPUburst : 4754
[ 1119.605323] [Pid:2002], CPUburst : 64963
[ 1120.171643] [Pid:2004], CPUburst : 103539
[ 1120.500443] [Pid:1776], CPUburst : 197544
[ 1121.169855] [Pid:1903], CPUburst : 277212
[ 1121.304018] [Pid:2056], CPUburst : 677469
[ 1121.423721] [Pid:2002], CPUburst : 150542
[ 1121.706338] [Pid:1911], CPUburst : 149611
[ 1121.901534] [Pid:1988], CPUburst : 369540
[ 1122.523823] [Pid:2000], CPUburst : 35718
[ 1122.630088] [Pid:2015], CPUburst : 93493
[ 1122.772380] [Pid:2025], CPUburst : 39672
[ 1123.164400] [Pid:1776], CPUburst : 5668
[ 1123.196615] [Pid:2002], CPUburst : 31259
[ 1123.329717] [Pid:1989], CPUburst : 142852
[ 1123.335806] [Pid:1995], CPUburst : 41565
[ 1123.395965] [Pid:1775], CPUburst : 19248
[ 1123.744677] [Pid:2053], CPUburst : 60859
[ 1123.872221] [Pid:2051], CPUburst : 53655
[ 1124.338514] [Pid:1988], CPUburst : 6557
[ 1125.031247] [Pid:2002], CPUburst : 68481
[ 1125.085397] [Pid:1734], CPUburst : 27975
[ 1125.434099] [Pid:2149], CPUburst : 4139
[ 1125.438145] [Pid:593], CPUburst : 76075
[ 1125.771425] [Pid:1776], CPUburst : 92963
[ 1125.796566] [Pid:1884], CPUburst : 39481
[ 1125.907273] [Pid:2050], CPUburst : 42266
[ 1126.594377] [Pid:1357], CPUburst : 76645
[ 1126.761351] [Pid:1988], CPUburst : 157729
[ 1127.044407] [Pid:2002], CPUburst : 67893
[ 1127.227642] [Pid:2008], CPUburst : 55140
[ 1128.200928] [Pid:2017], CPUburst : 27410
[ 1128.733010] [Pid:1776], CPUburst : 67696
[ 1128.827491] [Pid:1990], CPUburst : 29369
[ 1129.291340] [Pid:1988], CPUburst : 326382
[ 1129.395260] [Pid:2002], CPUburst : 72121
[ 1129.792659] [Pid:1356], CPUburst : 123663
[ 1129.836294] [Pid:2004], CPUburst : 164299
[ 1129.924981] [Pid:1995], CPUburst : 9142
[ 1130.158179] [Pid:1710], CPUburst : 154367
[ 1130.160573] [Pid:1989], CPUburst : 108090
[ 1130.460472] [Pid:2051], CPUburst : 82881
[ 1130.481803] [Pid:2053], CPUburst : 69082
[ 1130.639802] [Pid:1330], CPUburst : 897690
[ 1130.655653] [Pid:2025], CPUburst : 24056
[ 1130.958894] [Pid:2172], CPUburst : 84736
[ 1131.317667] [Pid:1776], CPUburst : 5823
[ 1131.328991] [Pid:1911], CPUburst : 115483
[ 1131.392962] [Pid:1713], CPUburst : 142485
[ 1131.458555] [Pid:2002], CPUburst : 130957
[ 1131.541997] [Pid:1988], CPUburst : 134083
[ 1131.603964] [Pid:1881], CPUburst : 195919
[ 1132.626425] [Pid:2000], CPUburst : 93132
[ 1132.746173] [Pid:1884], CPUburst : 87730
[ 1133.757292] [Pid:2052], CPUburst : 77184
[ 1133.847985] [Pid:2002], CPUburst : 76503
[ 1134.057640] [Pid:1988], CPUburst : 214349
[ 1134.187042] [Pid:1776], CPUburst : 158494
[ 1135.121526] [Pid:1775], CPUburst : 34073
[ 1135.539158] [Pid:2002], CPUburst : 84641
[ 1135.950303] [Pid:1995], CPUburst : 11727
[ 1136.255795] [Pid:1988], CPUburst : 5602
[ 1136.656268] [Pid:1989], CPUburst : 22573
[ 1136.689199] [Pid:1776], CPUburst : 42280
[ 1136.783435] [Pid:2051], CPUburst : 47827
[ 1137.010654] [Pid:1903], CPUburst : 104721
[ 1137.123394] [Pid:2149], CPUburst : 265070
[ 1137.185438] [Pid:2053], CPUburst : 14799
[ 1137.320336] [Pid:1734], CPUburst : 170685
[ 1137.587306] [Pid:2002], CPUburst : 51090
[ 1138.444210] [Pid:2025], CPUburst : 19298
[ 1138.587865] [Pid:1988], CPUburst : 95238
[ 1138.595035] [Pid:2153], CPUburst : 133709
[ 1139.085164] [Pid:2008], CPUburst : 88057
[ 1139.253227] [Pid:1776], CPUburst : 74342
[ 1139.868882] [Pid:2002], CPUburst : 76235
[ 1139.954242] [Pid:2004], CPUburst : 37366
[ 1140.687248] [Pid:1884], CPUburst : 70647
[ 1140.819591] [Pid:2050], CPUburst : 14611
[ 1140.924146] [Pid:1911], CPUburst : 130920
[ 1140.994881] [Pid:1988], CPUburst : 78590
[ 1141.053019] [Pid:2056], CPUburst : 138635
[ 1141.751823] [Pid:2002], CPUburst : 103915
[ 1141.954634] [Pid:1776], CPUburst : 8330
[ 1141.996028] [Pid:1710], CPUburst : 98966
[ 1142.249626] [Pid:1995], CPUburst : 30756
[ 1142.486614] [Pid:1356], CPUburst : 241568
[ 1142.790073] [Pid:2000], CPUburst : 131994
[ 1143.251443] [Pid:1989], CPUburst : 5704
[ 1143.285105] [Pid:1988], CPUburst : 48067
[ 1143.335359] [Pid:2051], CPUburst : 47100
[ 1143.351610] [Pid:1357], CPUburst : 79944
[ 1143.421374] [Pid:2002], CPUburst : 27393
[ 1143.469518] [Pid:2017], CPUburst : 31878
[ 1143.717980] [Pid:2053], CPUburst : 10458
[ 1143.828699] [Pid:1990], CPUburst : 16698
[ 1144.649959] [Pid:1776], CPUburst : 48510
[ 1145.355763] [Pid:2002], CPUburst : 43335
[ 1146.402035] [Pid:2172], CPUburst : 94523
[ 1146.437552] [Pid:1988], CPUburst : 75725
[ 1146.514894] [Pid:1775], CPUburst : 89464
[ 1147.024943] [Pid:2002], CPUburst : 113268
[ 1147.228186] [Pid:2025], CPUburst : 19495
[ 1147.486593] [Pid:1776], CPUburst : 169044
[ 1147.517463] [Pid:2149], CPUburst : 94694
[ 1148.114950] [Pid:2052], CPUburst : 41832
[ 1148.218271] [Pid:1884], CPUburst : 77466
[ 1148.248742] [Pid:1995], CPUburst : 101111
[ 1148.398275] [Pid:1731], CPUburst : 1253997
[ 1148.646535] [Pid:1988], CPUburst : 45209
[ 1148.649113] [Pid:2002], CPUburst : 74991
[ 1148.981908] [Pid:2004], CPUburst : 18361
[ 1149.501553] [Pid:1989], CPUburst : 36038
[ 1149.647578] [Pid:1911], CPUburst : 93814
[ 1149.831202] [Pid:1734], CPUburst : 33674
[ 1149.923937] [Pid:2051], CPUburst : 58296
[ 1150.096515] [Pid:1776], CPUburst : 8705
[ 1150.111783] [Pid:2053], CPUburst : 17813
[ 1150.303881] [Pid:2002], CPUburst : 31609
[ 1150.758571] [Pid:1988], CPUburst : 11039
[ 1151.044618] [Pid:2008], CPUburst : 84746
[ 1151.646769] [Pid:2000], CPUburst : 46016
[ 1151.912836] [Pid:2002], CPUburst : 25152
[ 1152.760750] [Pid:1776], CPUburst : 8923
[ 1152.804432] [Pid:2056], CPUburst : 80638
[ 1153.044600] [Pid:1903], CPUburst : 64659
[ 1153.079744] [Pid:1988], CPUburst : 48478
[ 1154.058064] [Pid:2002], CPUburst : 46847
[ 1154.157900] [Pid:1710], CPUburst : 82882
[ 1154.411114] [Pid:1930], CPUburst : 36171
[ 1154.451008] [Pid:1881], CPUburst : 96179
[ 1154.761560] [Pid:1995], CPUburst : 13993
[ 1155.142177] [Pid:1356], CPUburst : 89580
[ 1155.186999] [Pid:2025], CPUburst : 13353
[ 1155.317851] [Pid:2004], CPUburst : 57088
[ 1155.380853] [Pid:2050], CPUburst : 70707
[ 1155.577244] [Pid:2002], CPUburst : 33778
[ 1155.646436] [Pid:1776], CPUburst : 12234
[ 1155.779240] [Pid:1988], CPUburst : 18121
[ 1156.203594] [Pid:1884], CPUburst : 74837
[ 1156.392465] [Pid:1989], CPUburst : 91783
[ 1156.676406] [Pid:2015], CPUburst : 86801
[ 1156.790794] [Pid:2149], CPUburst : 7825
[ 1156.810928] [Pid:2051], CPUburst : 17868
[ 1157.135023] [Pid:2053], CPUburst : 19924
[ 1157.242753] [Pid:2002], CPUburst : 27732
[ 1157.975521] [Pid:1988], CPUburst : 118334
[ 1158.042006] [Pid:1775], CPUburst : 287230
[ 1158.295939] [Pid:1776], CPUburst : 11115
[ 1158.842783] [Pid:2002], CPUburst : 31198
[ 1158.943915] [Pid:2017], CPUburst : 29872
[ 1159.022066] [Pid:1990], CPUburst : 35006
[ 1159.675522] [Pid:1911], CPUburst : 117310
[ 1159.940394] [Pid:2056], CPUburst : 338998
[ 1159.975233] [Pid:1357], CPUburst : 182028
[ 1160.101033] [Pid:1988], CPUburst : 4571
[ 1160.561060] [Pid:2002], CPUburst : 205740
[ 1160.747822] [Pid:2172], CPUburst : 20253
[ 1160.941075] [Pid:1776], CPUburst : 63746
[ 1161.520857] [Pid:1995], CPUburst : 85828
[ 1161.575049] [Pid:2000], CPUburst : 81781
[ 1161.842182] [Pid:2052], CPUburst : 53670
[ 1161.851961] [Pid:2153], CPUburst : 72306
[ 1162.188238] [Pid:2025], CPUburst : 21803
[ 1162.271479] [Pid:2002], CPUburst : 159665
[ 1162.308211] [Pid:2004], CPUburst : 98771
[ 1162.983952] [Pid:1988], CPUburst : 3220
[ 1162.985942] [Pid:2008], CPUburst : 103983
[ 1163.017873] [Pid:1989], CPUburst : 87878
[ 1163.041327] [Pid:2051], CPUburst : 12695
[ 1163.374330] [Pid:50], CPUburst : 29798
[ 1163.439324] [Pid:1884], CPUburst : 139785
[ 1163.497373] [Pid:1734], CPUburst : 149369
[ 1163.675404] [Pid:2053], CPUburst : 77647
[ 1163.838477] [Pid:1776], CPUburst : 84220
[ 1164.239233] [Pid:2002], CPUburst : 18290
[ 1164.937704] [Pid:1988], CPUburst : 37420
[ 1165.005072] [Pid:1693], CPUburst : 167221
[ 1166.344548] [Pid:2002], CPUburst : 26026
[ 1166.503415] [Pid:1776], CPUburst : 11486
[ 1166.748208] [Pid:1710], CPUburst : 151438
[ 1167.584063] [Pid:1988], CPUburst : 137375
[ 1167.635765] [Pid:1356], CPUburst : 76467
[ 1167.955088] [Pid:1903], CPUburst : 63835
[ 1168.003538] [Pid:2002], CPUburst : 18264
[ 1168.262387] [Pid:1995], CPUburst : 57217
[ 1168.704147] [Pid:1911], CPUburst : 122614
[ 1168.706987] [Pid:2051], CPUburst : 75734
[ 1169.173495] [Pid:1776], CPUburst : 115234
[ 1169.340944] [Pid:2053], CPUburst : 8963
[ 1169.482665] [Pid:2149], CPUburst : 2398829
[ 1169.509398] [Pid:1989], CPUburst : 21850
[ 1169.601817] [Pid:1775], CPUburst : 32061
[ 1169.749907] [Pid:1988], CPUburst : 114427
[ 1169.833837] [Pid:2025], CPUburst : 6218
[ 1170.210131] [Pid:2002], CPUburst : 58823
[ 1170.433565] [Pid:2050], CPUburst : 62623
[ 1170.898035] [Pid:1884], CPUburst : 17714
[ 1171.296448] [Pid:2000], CPUburst : 78394
[ 1171.737522] [Pid:2004], CPUburst : 76248
[ 1171.875647] [Pid:1776], CPUburst : 13813
[ 1172.100152] [Pid:1988], CPUburst : 111017
[ 1172.300462] [Pid:2002], CPUburst : 59627
[ 1172.566397] [Pid:2017], CPUburst : 68017
[ 1173.002079] [Pid:1990], CPUburst : 54695
[ 1173.835870] [Pid:1995], CPUburst : 25328
[ 1174.342557] [Pid:2002], CPUburst : 30708
[ 1174.499180] [Pid:2008], CPUburst : 74550
[ 1174.648867] [Pid:1988], CPUburst : 69473
[ 1174.726842] [Pid:2051], CPUburst : 56613
[ 1174.727043] [Pid:656], CPUburst : 11816
[ 1174.767139] [Pid:1776], CPUburst : 31500
[ 1175.026582] [Pid:1881], CPUburst : 98446
[ 1175.070050] [Pid:2053], CPUburst : 62728
[ 1175.435108] [Pid:1989], CPUburst : 56332
[ 1175.579827] [Pid:2172], CPUburst : 69725
[ 1175.783392] [Pid:2052], CPUburst : 49997
[ 1176.300926] [Pid:2002], CPUburst : 94428
[ 1176.429340] [Pid:1357], CPUburst : 175298
[ 1176.864173] [Pid:1988], CPUburst : 117698
[ 1176.932267] [Pid:1884], CPUburst : 100921
[ 1177.069052] [Pid:1734], CPUburst : 46655
[ 1177.164467] [Pid:1911], CPUburst : 113158
[ 1177.398927] [Pid:2056], CPUburst : 29250
[ 1177.524217] [Pid:1776], CPUburst : 14320
[ 1177.728024] [Pid:2149], CPUburst : 4170
[ 1178.341680] [Pid:2002], CPUburst : 37891
[ 1178.636910] [Pid:2025], CPUburst : 89214
[ 1178.680685] [Pid:1710], CPUburst : 63006
[ 1180.011277] [Pid:1988], CPUburst : 232807
[ 1180.014806] [Pid:2004], CPUburst : 34504
[ 1180.190791] [Pid:1995], CPUburst : 11208
[ 1180.192625] [Pid:2002], CPUburst : 40717
[ 1180.644888] [Pid:1776], CPUburst : 52199
[ 1180.962867] [Pid:1356], CPUburst : 34348
[ 1181.299602] [Pid:2053], CPUburst : 291841
[ 1181.305332] [Pid:2051], CPUburst : 163663
[ 1181.428655] [Pid:1775], CPUburst : 40314
[ 1181.737411] [Pid:2000], CPUburst : 129642
[ 1181.831086] [Pid:1989], CPUburst : 35183
[ 1181.862852] [Pid:2002], CPUburst : 211537
[ 1182.435842] [Pid:1921], CPUburst : 414879
[ 1182.511762] [Pid:1988], CPUburst : 309425
[ 1183.298179] [Pid:1776], CPUburst : 197224
[ 1183.323415] [Pid:2153], CPUburst : 116164
[ 1183.762347] [Pid:2002], CPUburst : 422342
[ 1184.305788] [Pid:1903], CPUburst : 93798
[ 1184.589957] [Pid:1988], CPUburst : 134321
[ 1184.599629] [Pid:10], CPUburst : 43936
[ 1184.623460] [Pid:1884], CPUburst : 71173
[ 1185.021272] [Pid:2050], CPUburst : 256794
[ 1185.595849] [Pid:2002], CPUburst : 169019
[ 1185.737550] [Pid:2149], CPUburst : 472269
[ 1186.337311] [Pid:1776], CPUburst : 55588
[ 1186.348943] [Pid:2056], CPUburst : 4402
[ 1186.349183] [Pid:1911], CPUburst : 78415
[ 1186.424313] [Pid:2008], CPUburst : 66281
[ 1186.516196] [Pid:2025], CPUburst : 22826
[ 1186.792527] [Pid:1995], CPUburst : 126232
[ 1186.880951] [Pid:1990], CPUburst : 70937
[ 1186.882578] [Pid:2017], CPUburst : 26715
[ 1187.331823] [Pid:1988], CPUburst : 182671
